article_id,paragraph_id,link_text,start,end,link_type,resolved_url,text_dict,support
38105,1,The Omni-Cave,46,59,internal,https://alldimensions.fandom.com/wiki/The_Omni-Cave,"{""The Omni-Cave"": 1}",1
38105,1,The Omni-Bat,104,116,internal,https://alldimensions.fandom.com/wiki/The_Omni-Bat,"{""The Omni-Bat"": 1}",1
