article_id,paragraph_id,link_text,start,end,link_type,resolved_url,text_dict,support
44622,1,"

",0,2,external,https://static.wikia.nocookie.net/alldimensions/images/a/a6/The_Abbysal_creator_lol.jpg/revision/latest?cb=20230915172650,"{""\n\n"": 1}",1
44622,2,nigh-omni-god,44,57,internal,https://alldimensions.fandom.com/wiki/Category:Nigh-Omni-God,"{""nigh-omni-god"": 1}",1
