article_id,paragraph_id,link_text,start,end,link_type,resolved_url,text_dict,support
10448,1,Miners,174,180,internal,https://alldimensions.fandom.com/wiki/User:MinersHavenM43,"{""Miners"": 1}",1
10448,17,this,6,10,external,https://www.youtube.com/watch?v=SrU9YDoXE88,"{""this"": 1}",1
